"C_ID","C_Age","C_Education","C_Gender","C_MonthlyIncome","C_MonthlyFamilyIncome","C_HomeOwnershipStatus","C_RelationshipStatus","C_NumberofDependants","C_EmploymentType","C_FirmSize","C_Industry","C_FinancialLiteracy","C_FinancialInstitution","C_PersonalFinancialAdvice","C_TotalVoluntarySuperContribution","App_Tenure","App_AverageDailySessionTime","App_FrequencyOfDecline","App_ContributionTriggerAmount","App_NumberoftimeContributionTriggerAmountChanged","App_RoundUpWholeAmount","App_ShowTutorial"
"ad65df76-6765-49d7-9691-b6de646fbc53",52,"M","F",10429,26073,"Y","M",7,"P","S","RET","H","HSB","Y",2399,3,55,"L",10,84,1,"Y"
"ac72fcce-3dcd-4ff9-8953-09958ee2afba",39,"B","F",9574,23935,"N","M",3,"P","M","IMT","L","AMEX","Y",1101,2,50,"M",10,65,1,"N"
"55ae462f-fac7-46d7-85c3-0eaeb26b00d3",21,"B","F",4362,9596,"N","S",5,"C","P","TNT","L","AMPB","N",251,20,26,"H",10,42,1,"N"
"118a5722-cccb-4184-9388-71be89c37fe5",58,"H","F",7069,15552,"N","O",4,"C","M","HAC","L","BWA","N",1414,14,24,"M",10,81,1,"N"
"7e178c30-7b89-408a-8ef6-d0842899202a",49,"B","M",17128,17128,"Y","O",5,"C","P","FSS","H","UBS","N",3426,22,18,"L",10,5,1,"Y"
"61da6502-e522-41ac-84a6-7fe845ca531c",44,"M","M",18642,41012,"Y","M",6,"P","S","MAN","H","WST","Y",1501,22,17,"M",10,90,1,"N"
"73ac68ee-c169-4c19-a2a8-3ff958cf705d",37,"H","M",8902,13353,"N","M",4,"P","S","WHT","M","DBL","N",716,2,32,"H",10,2,1,"N"
"7095d56e-ffa7-498e-868e-557dcd289ff8",44,"B","M",17860,44650,"Y","M",7,"P","M","MAN","H","BWA","Y",1438,20,49,"M",10,41,1,"N"
"8fcdf338-3614-4b09-85d7-cad5100c197f",39,"D","M",9663,9663,"N","S",1,"P","S","RET","M","CSE","Y",0,21,11,"H",10,100,0,"N"
"030944e9-0b08-497b-a4ac-f3bc64c0b87b",54,"D","F",12644,22759,"Y","M",6,"P","M","HOS","H","BWA","Y",2908,22,50,"M",10,98,1,"N"
"426ac620-a29f-4090-aff5-7a1a31ec10f5",24,"P","F",5133,11293,"N","O",0,"P","P","RET","L","IOOF","N",257,18,56,"H",10,84,1,"N"
"f5e601a4-95c5-4ee3-a539-c10c76d93869",47,"B","F",12478,12478,"Y","S",1,"P","S","MAN","M","BBL","Y",0,26,53,"H",0,83,0,"N"
"c21f2d03-8af9-443b-a6df-8bc2396cc574",39,"P","M",8058,8058,"N","O",3,"P","P","MAN","H","VFL","N",806,10,9,"M",10,55,1,"N"
"5083a9db-9a23-446f-81b8-98df937337ec",40,"D","M",16498,29696,"Y","M",4,"C","P","RET","H","STG","Y",1328,26,50,"M",10,86,1,"N"
"18e1bcd5-2cf8-475c-afc5-b8cb3d3a95e3",25,"D","M",11132,11132,"Y","S",1,"C","S","AFF","M","BQL","N",557,5,13,"H",10,82,2,"N"
"8e9a0d8a-460f-447e-99c7-6ca455a27b41",56,"B","F",16536,41340,"Y","O",6,"P","S","FSS","H","BOM","Y",3307,19,18,"L",10,48,1,"Y"
"c367fb1f-8f77-4afe-866d-4aca166f1818",44,"M","M",18721,18721,"Y","S",1,"C","P","MAN","L","CSP","Y",3744,28,26,"L",10,9,1,"Y"
"30abfe1a-21a9-472f-9b84-32671e3a70d5",24,"D","M",9694,21327,"N","S",2,"C","M","FSS","M","AMPB","N",0,24,58,"H",0,74,0,"N"
"d3451d65-575e-4b52-928c-c323b79ffc56",26,"M","F",4098,4098,"N","S",1,"P","M","HAC","L","FLY","N",410,21,52,"H",10,92,1,"N"
"78e63475-a661-4113-907c-5a92b3c2a5bb",38,"H","F",9588,23970,"N","S",8,"P","M","IMT","M","ANZ","Y",0,8,28,"H",10,100,0,"N"
"4d0e67ac-c284-4df5-92bb-d2be5a7c0527",31,"D","M",9264,20381,"N","M",8,"C","M","THR","M","FMC","N",745,25,8,"H",10,80,1,"N"
"0a99190e-a09c-4b65-a606-ba099f5d3d17",31,"B","M",4491,4491,"N","S",1,"C","P","MAN","L","SUN","N",225,13,28,"H",10,25,1,"N"
"8909c260-e91a-4621-9382-a073695d823a",49,"M","M",13037,13037,"Y","O",7,"P","M","AFF","M","UBS","N",0,14,33,"H",20,33,0,"N"
"50483db8-91f4-4031-b106-c6a16866a558",55,"B","M",19627,19627,"Y","S",1,"P","M","FSS","H","FLY","Y",3925,26,47,"L",10,0,1,"Y"
"4b780980-d984-453e-91cc-74661b54c5e5",30,"B","M",8605,8605,"N","O",0,"C","M","CON","M","CUA","N",430,19,24,"H",10,27,1,"N"
"15ecf05a-9f16-461a-b836-a1f42019b981",55,"B","M",8211,18064,"Y","O",5,"C","P","AFF","M","FMC","N",1642,22,49,"M",10,13,1,"N"
"8b25ec00-897b-4b1b-8b22-b9476342488c",25,"H","M",4041,8082,"N","S",6,"P","M","HAC","L","STG","N",325,25,16,"H",10,34,1,"N"
"0d8e50ee-add4-4ac8-aefe-a83b5cc1bfe8",51,"D","F",19413,34943,"N","M",5,"P","S","HOS","H","ANZ","N",4465,17,29,"L",10,96,1,"Y"
"e79e9f68-ec2d-42d6-a759-f4c51f101bd3",28,"D","M",4750,4750,"Y","S",1,"P","M","RET","L","BQL","N",475,16,19,"H",10,28,1,"N"
"1602bef1-85c0-49d3-89d8-224588d77874",42,"M","M",11048,19886,"N","O",6,"C","S","HOS","M","UBS","N",552,10,47,"H",10,85,1,"N"
"939d38b8-5c7f-41c0-bee9-6eca3ea03eb7",35,"B","M",7705,19263,"N","S",0,"P","M","FSS","L","UBS","N",0,20,46,"H",10,28,0,"N"
"2130679f-38bf-4bf9-99bf-8a01f142660f",26,"M","M",4483,4483,"Y","O",1,"C","S","EGW","L","BOM","N",224,7,8,"H",10,52,1,"N"
"87c33bf0-8c03-461a-8d82-886bba2b9a0a",57,"B","M",15057,37643,"Y","M",7,"C","S","FSS","H","VFL","N",4848,11,14,"L",10,99,1,"Y"
"4a590e71-a762-47c7-b423-9ef697995e73",53,"D","M",19382,34888,"Y","M",6,"C","S","IMT","H","CSE","Y",6240,18,51,"L",10,14,1,"Y"
"675a6ff8-2fa7-47e6-aeb0-b331ffd2a94d",24,"D","M",4514,4514,"N","S",1,"P","M","MAN","L","PIB","N",226,8,43,"H",10,58,1,"N"
"b29a4bb0-1906-400a-b1d2-4b0667ba8b63",33,"B","M",6677,6677,"N","S",1,"P","P","MAN","M","ANZ","N",668,21,31,"H",10,99,1,"N"
"e768a920-114b-4430-adf8-4a78f1d4bd4d",28,"H","F",4267,8534,"Y","O",0,"C","M","HOS","M","BBL","N",427,20,39,"H",10,7,1,"N"
"37f5a9fc-0dee-4d0d-ba02-bed0db40e765",46,"D","F",16925,30465,"Y","O",0,"C","S","FSS","H","DBL","Y",3385,9,52,"L",50,50,1,"Y"
"2c9f6638-01d6-4dde-97fe-62ca259a281d",38,"D","F",6498,14296,"N","O",8,"C","P","RET","L","BBL","N",325,13,39,"H",10,47,1,"N"
"251e7628-80a2-4698-8e71-ac71d72c5550",59,"D","M",8029,8029,"N","S",1,"C","S","EDU","M","VFL","N",1606,24,8,"M",10,2,1,"N"
"58a883f3-9d31-4e2f-ba1b-bcda9539ddcd",47,"D","M",13812,13812,"Y","S",1,"P","P","TNT","M","CSE","Y",2762,23,14,"L",10,88,1,"Y"
"2de8f542-19bb-434c-8999-0ce5aba72ed3",25,"B","F",4841,4841,"N","S",1,"C","M","WHT","L","STG","N",242,30,21,"H",10,59,1,"N"
"d66b680d-e6d3-45a1-90a2-a41f5f3f6cef",20,"P","F",5532,11064,"N","O",0,"P","M","HAC","L","DBL","N",553,19,15,"H",10,50,1,"N"
"5779bbf0-0c02-4dac-b545-51c9652d285a",33,"B","M",9729,9729,"N","O",3,"P","S","HAC","M","WBC","N",486,4,25,"H",10,41,1,"N"
"ff7d339a-abc6-414c-bbb0-ffebf8309249",45,"P","F",11995,11995,"N","O",5,"P","P","RET","M","DBL","Y",2399,26,23,"L",10,80,1,"Y"
"6ccfbd30-e6a9-4c5c-a057-3bf1cdeca273",22,"M","M",5030,5030,"N","O",4,"P","P","HAC","L","FLY","N",552,23,6,"H",10,19,1,"N"
"663c9bb3-d6bd-437a-a2ed-49668eb35752",24,"D","F",5461,9284,"N","S",2,"C","M","CON","L","FMC","N",314,26,6,"H",10,3,1,"N"
"1b21bd0c-c96e-4519-ba2f-3b915acaab75",52,"D","F",6126,6126,"N","S",1,"C","S","HOS","L","WBC","Y",1225,24,4,"M",10,24,1,"N"
"af8fe89d-0402-472c-a9f8-ad30dda178f1",57,"P","F",19324,19324,"Y","S",1,"P","P","EDU","M","ING","Y",0,4,44,"H",10,3,0,"N"
"ecc2d810-9afa-4809-93ef-032ae5718b23",37,"P","F",8202,20505,"N","S",4,"P","M","HOS","M","CSE","N",0,14,4,"H",10,75,0,"N"
"35032f4d-243d-4b4f-a7d9-534ba8b188dc",57,"H","F",12752,22954,"Y","M",3,"C","S","EDU","M","DBL","Y",2933,17,57,"M",10,69,1,"Y"
"a1895230-ebda-46bd-a7cd-390116d1f037",56,"B","M",10028,10028,"Y","S",1,"P","P","THR","M","MLC","Y",0,18,54,"H",10,51,0,"N"
"371ba6c1-650e-4e3f-b03a-3fe74633210a",56,"P","M",10685,10685,"Y","S",1,"P","M","THR","M","DBL","Y",2137,19,38,"M",10,12,1,"Y"
"36885289-469f-4034-936f-cb4f81d71d63",54,"D","M",18556,18556,"Y","O",3,"P","P","FSS","H","PSP","Y",3711,23,20,"L",10,23,1,"Y"
"963b9efa-7467-448a-a2e2-e8887a302f5f",56,"M","F",18423,46058,"Y","O",7,"P","M","MAN","H","IOOF","N",0,7,24,"H",0,3,0,"N"
"95573f35-2005-4471-8123-2a35f9ef5127",52,"M","F",18789,18789,"Y","S",1,"C","S","TNT","H","RAMS","N",2818,22,36,"L",10,23,1,"Y"
"1816dd6a-ff27-40ae-865b-5405041b3f11",38,"M","F",4545,9999,"Y","O",5,"C","P","CON","L","FMC","N",227,8,14,"H",10,19,1,"N"
"074772ee-f9c0-431c-977c-9d1c3d67bbdd",25,"H","F",8942,19672,"Y","M",3,"C","M","IMT","L","RAMS","N",514,21,1,"H",10,79,1,"N"
"8bbd2230-0a99-4bd8-9cab-24c9c8fdfb49",55,"M","M",17328,17328,"Y","S",1,"C","M","IMT","H","HAS","N",3466,4,40,"L",10,65,1,"Y"
"c4f137a8-0c34-4d18-81fc-beb9f837655f",35,"P","F",6923,6923,"N","S",1,"P","M","TNT","L","CSP","N",692,8,60,"H",10,82,1,"N"
"f1b1cd17-71c4-44fb-aa90-a11ed15ac488",40,"M","M",12057,12057,"N","S",1,"C","P","AFF","M","HSB","Y",1206,5,23,"M",10,94,1,"N"
"846b7d61-0cd2-4cf2-a3e5-fed816b6ceca",42,"M","M",11328,11328,"Y","O",5,"P","M","EGW","M","MLC","N",0,12,49,"H",0,56,0,"N"
"75d3a1c5-8a34-4079-86ca-eb0c470d9217",43,"B","F",15530,38825,"Y","O",6,"P","S","CON","H","MTP","Y",777,19,3,"H",10,69,1,"N"
"cf0dffc2-bf1f-4293-843f-84df08b55e08",27,"M","M",5857,5857,"N","O",6,"P","S","MAN","L","FLY","N",586,19,21,"H",10,37,1,"N"
"f021071a-0de4-4356-965e-3ddc40742adf",28,"H","M",4809,9618,"Y","M",0,"P","M","AFF","L","CMC","N",553,13,4,"H",10,63,1,"N"
"1467620f-c7d7-4eca-9da7-44b2e9c036dc",49,"D","F",12191,12191,"N","S",1,"P","M","EDU","M","MEB","N",2438,3,60,"M",10,6,1,"N"
"6f480196-6e76-4328-a015-bf3dba18ed36",46,"B","M",15144,37860,"Y","M",1,"P","P","THR","H","CTI","Y",4877,19,10,"L",10,20,1,"Y"
"55742c75-06cc-4733-a199-4e63a77a69dc",26,"B","F",4669,4669,"N","S",1,"C","P","TNT","L","FMC","N",0,9,49,"H",10,41,0,"N"
"9296e670-7655-4a42-ad24-4f23067307ea",20,"B","M",5908,11816,"N","M",8,"C","S","HAC","L","CBU","N",952,13,3,"M",10,51,1,"N"
"ec84452c-ecda-46a3-997e-d45bb61d780a",36,"H","M",7406,18515,"Y","O",6,"P","M","AFF","M","STG","N",741,27,23,"H",10,31,1,"N"
"ef0145e6-dfdb-4d90-82d4-b860239d2baa",37,"M","F",7199,17998,"Y","S",8,"P","S","AFF","M","FMC","N",0,11,21,"H",0,47,0,"N"
"f557bd00-c47b-482c-81c7-dbec3e2d8bf8",46,"M","F",14752,14752,"N","S",1,"P","S","RET","M","FMC","Y",2950,12,26,"L",10,59,1,"Y"
"e3cad58f-c6b1-43f7-bc0f-6ceaaaf07dff",49,"M","F",19130,47825,"Y","M",1,"P","S","WHT","H","STG","Y",4400,28,3,"L",10,100,1,"Y"
"44670ae4-fe72-4ead-aec6-e7c0a7b11843",54,"D","M",12010,12010,"Y","O",1,"P","S","IMT","M","HSB","Y",2402,8,41,"M",10,49,1,"Y"
"bfab355f-0ff7-45c2-baf5-6369598cab06",38,"D","M",7030,7030,"N","S",1,"P","P","IMT","M","WBC","N",703,19,39,"H",10,81,1,"N"
"1f9f862c-c75d-4d70-b7e2-e4bcbec60928",37,"B","F",6281,13818,"N","S",4,"C","S","HOS","L","RAMS","N",361,13,55,"H",10,86,1,"N"
"21e6f204-630e-4f1d-8510-1f3177b7f589",34,"B","M",9390,20658,"N","M",6,"C","P","MAN","M","WBC","N",757,18,18,"H",10,16,1,"N"
"5d3fe292-b915-4cf5-b3da-a3820ff580e8",51,"H","M",13806,30373,"Y","M",3,"C","P","WHT","M","MEB","Y",4445,4,32,"L",10,31,1,"Y"
"8bd16ef7-13a2-41d5-951f-8b7844a1ef0c",48,"D","M",13777,13777,"Y","S",1,"P","M","IMT","M","BBL","N",2755,23,59,"L",10,14,1,"Y"
"c55b2aee-1aa1-4dfd-963b-78b56cc5a3c2",30,"M","M",9382,9382,"N","O",2,"P","M","HOS","M","MBL","Y",0,20,54,"H",10,37,0,"N"
"ca69dc16-4b81-4a35-8085-128e6ccda855",42,"H","M",19147,19147,"Y","O",3,"C","S","AFF","H","BOM","Y",3829,26,10,"L",10,12,1,"Y"
"87de01d8-f417-4a4b-bcf7-6e7a78b6ce27",31,"B","M",9682,24205,"N","M",7,"P","M","HAC","M","AMEX","Y",779,8,54,"H",10,77,1,"N"
"9b860c94-3ac4-4547-b4d7-85ff84bd2c4c",23,"B","F",5982,11964,"N","S",5,"C","M","WHT","L","PIB","N",0,15,7,"H",10,94,0,"N"
"0a1f9088-7e46-4041-8d77-ba4e0a1f5a3d",23,"M","O",14498,14498,"Y","O",3,"C","P","RET","M","CMC","N",0,6,10,"H",0,27,0,"N"
"19d16628-8327-4db9-8029-93518a317a3d",52,"D","M",6358,13988,"N","M",7,"P","P","TNT","L","FLY","N",2048,29,33,"M",10,3,1,"N"
"8b647063-9518-406b-a54c-399d1cb646d3",42,"D","M",16538,41345,"Y","M",2,"C","M","HAC","H","HSB","Y",1331,4,25,"M",10,32,1,"N"
"3fbbf9dd-c6a2-4071-a25f-4815d2f2299b",57,"H","M",17661,17661,"Y","S",1,"C","P","CON","H","CSE","Y",0,27,22,"H",0,19,0,"N"
"286f1795-16de-4298-9632-fe00d94ed6c6",36,"H","M",9085,9085,"Y","O",0,"C","S","FSS","M","AMPS","N",454,9,38,"L",10,51,1,"N"
"22f6d2e1-1110-4aa5-9956-c1efbb7a5fbd",24,"D","M",6236,6236,"Y","O",5,"C","P","RET","L","BSA","N",0,11,22,"H",0,52,0,"N"
"958fa344-ca41-4c53-a73d-93fccfe14e3e",53,"M","F",13389,33473,"Y","M",1,"P","P","TNT","M","MTP","N",2309,13,48,"L",10,2,1,"Y"
"7720ead3-b924-470b-9be9-e928f28060e1",37,"P","M",7280,7280,"N","S",1,"C","M","WHT","L","BQL","N",364,14,42,"H",10,83,1,"N"
"4c84d772-ee86-4360-b508-d08b496bd23b",29,"P","F",5260,11572,"N","O",4,"P","S","EDU","L","BQL","N",263,28,13,"H",10,50,1,"N"
"36d22f14-3229-4a44-a9fd-9aef379d4912",55,"H","F",14289,25720,"Y","M",5,"C","P","FSS","M","CBA","Y",3287,6,12,"L",10,5,1,"Y"
"5bd5e498-8811-4c00-a593-a4ebd550e3be",37,"D","F",8359,14210,"N","O",6,"P","M","WHT","M","BWA","N",418,21,57,"H",10,62,1,"N"
"1b0982d6-d69a-4d90-8016-e83c777ad4eb",55,"D","F",9848,21666,"Y","M",6,"P","P","HOS","M","HAS","Y",2266,7,27,"M",10,72,1,"N"
"2d63cd74-bdd0-42e9-8b2a-ee72c2c62f1d",49,"D","F",17394,17394,"Y","S",1,"P","M","FSS","H","ING","Y",3479,19,60,"L",10,64,1,"Y"
"4ca57185-2624-4a2c-86cf-d089766a3a41",53,"M","F",12660,22788,"Y","O",7,"C","S","RET","M","BBL","Y",2532,22,36,"M",10,87,1,"Y"
"6a4e587b-ca45-49f0-96b0-a2fe6e853edb",21,"H","M",4002,4002,"N","S",1,"P","S","IMT","L","MEB","N",0,7,24,"H",0,16,0,"N"
"6f49e282-d743-4b72-b961-882e76d383c5",58,"D","F",12877,32193,"Y","M",8,"C","P","TNT","M","AMPS","Y",2961,12,48,"L",10,23,1,"Y"
"cfe9ad06-5475-4075-b2b4-cbbc05956ad9",38,"M","M",6520,6520,"N","S",1,"C","P","FSS","L","WST","N",652,21,47,"H",10,52,1,"N"
"4812cfc7-10fa-4dbe-bf6e-7e8db29749dd",20,"B","M",5525,12155,"N","S",8,"C","P","HOS","L","CSP","N",444,28,29,"H",10,2,1,"N"
"0e5a65a2-53b3-418c-b783-1023fc68faa7",50,"B","F",4240,9328,"N","O",5,"C","P","HAC","L","SUN","N",412,26,37,"H",10,50,1,"N"
"5a91972d-fe30-45a6-94e7-0e54c11d15e5",55,"M","M",18002,18002,"Y","S",1,"C","S","CON","H","AMEX","Y",3600,14,46,"L",10,85,1,"Y"
"e966a4f4-42bb-49b7-a33a-6f2fb6a4f42e",22,"H","M",5669,11338,"N","O",5,"C","P","FSS","L","FMC","N",567,28,7,"H",10,33,1,"N"
"a4e4b146-b174-4930-b18c-70b2f1b3fee3",41,"B","F",12932,12932,"Y","S",1,"P","S","THR","H","AMPB","N",2586,4,27,"L",10,30,1,"Y"
"5a712c2a-dca7-4d20-9311-d736256369ec",41,"P","F",13561,13561,"Y","S",1,"P","M","AFF","M","MBL","Y",678,29,4,"H",10,9,1,"N"
"0c4ce16b-0b54-48de-b0da-0b87a49ee494",40,"D","M",14800,14800,"N","S",1,"C","M","EDU","M","ING","N",740,15,32,"H",10,66,1,"N"
"35b7b7b0-f7c1-463b-a5f9-68fde701ec4f",55,"D","M",17468,31442,"Y","M",1,"C","P","FSS","H","RAMS","Y",5625,29,2,"L",10,98,1,"Y"
"a21f31a2-9c25-4ddd-950a-57eab9b9fb7c",54,"B","F",14047,35118,"Y","O",4,"P","M","CON","M","HAS","Y",2107,16,42,"L",10,39,1,"Y"
"864b27c3-5178-49e8-983e-a064861bc642",57,"D","M",12330,12330,"Y","O",1,"C","P","FSS","M","WBC","N",2466,9,51,"L",10,52,1,"Y"
"f5e9fe6d-e17d-415a-8a3b-e10f4381e77b",47,"D","F",10627,26568,"Y","M",1,"P","S","EDU","M","HPL","Y",2444,28,20,"L",10,100,1,"Y"
"294e4257-e9b6-48ae-9aea-401c6f645b90",57,"M","F",17164,30895,"N","M",3,"P","M","FSS","H","BTS","Y",3948,16,30,"L",10,83,1,"N"
"e34646ec-6006-43e2-b357-0026ce5c5510",49,"M","M",10528,26320,"N","O",6,"C","P","HAC","M","BOM","Y",2106,14,58,"L",10,79,1,"Y"
"06cbde7c-f21a-4d2a-9487-ca1f1ea308f9",48,"D","F",8222,18088,"N","O",6,"C","S","TNT","L","ANZ","N",1644,15,11,"M",10,35,1,"N"
"5b28e5ea-a233-4072-9843-bcfc93495c83",35,"M","M",9418,9418,"N","S",1,"P","P","TNT","M","WBC","N",471,20,21,"H",10,65,1,"N"
"c47003e8-f4de-479b-b993-a9f3c16884ec",23,"M","M",5629,5629,"N","S",1,"C","M","FSS","L","BQL","N",563,21,40,"H",10,33,1,"N"
"860f89c3-406f-47fb-88d1-b6d846621fcd",22,"P","M",4865,9730,"N","M",7,"P","M","THR","L","MBL","Y",1356,27,0,"M",10,10,1,"N"
"d101a681-dc79-4b9c-ae79-640467f9c1cf",38,"B","M",6216,6216,"N","S",1,"C","P","THR","L","MEB","N",622,5,46,"H",10,24,1,"N"
"edbbae33-1649-4df1-b837-491552c2dd12",35,"H","M",7355,18388,"Y","S",0,"C","S","THR","M","FMC","N",0,13,42,"H",10,100,0,"N"
"1098d395-9dbe-4a1c-b789-80138e5da8fa",29,"D","M",5072,11158,"N","S",5,"C","M","EGW","L","HAS","N",0,9,5,"H",0,8,0,"N"
"b717c11f-62d2-4a48-8a8c-8c7ab2bbcb44",54,"D","M",12232,12232,"Y","O",6,"P","M","CON","H","FMC","Y",2446,25,53,"L",10,42,1,"Y"
"0fa5eeeb-b745-463c-a031-75301ec1cf3f",40,"D","M",7713,16969,"N","O",8,"C","S","TNT","L","PIB","N",386,26,16,"H",10,48,1,"N"
"33e3194f-a935-4980-90c4-0cab809f3887",60,"B","F",15151,27272,"Y","M",6,"P","S","IMT","H","WST","Y",3485,6,51,"L",10,56,5,"Y"
"517c6b01-5751-43b9-92a1-65f5d1ba1c75",48,"D","M",14762,14762,"Y","O",0,"P","P","EDU","M","CMC","Y",2952,26,45,"L",10,24,1,"Y"
"812530c3-1d19-4b41-85b9-ad5f2cd4d8af",30,"B","F",6038,12076,"N","O",1,"C","S","FSS","L","CBU","N",302,11,54,"H",10,32,1,"N"
"c631d588-efb3-42cd-b5cf-9e09e6e8b12a",50,"B","M",12393,12393,"Y","S",1,"P","S","RET","M","PIB","Y",2479,20,54,"L",10,25,1,"Y"
"007e3f97-1be7-4981-9a35-4b7680b3a4fd",56,"B","M",18357,18357,"N","S",4,"C","S","HOS","H","CBA","Y",0,9,16,"H",0,57,0,"N"
"2455932f-ae10-4e3a-b812-80bd8ba709c7",46,"D","F",7620,7620,"N","S",1,"C","P","EGW","L","SUN","Y",1524,24,13,"M",10,32,1,"N"
"47de4ed9-49fd-4038-a05d-1c2fb47958dc",26,"H","M",5167,5167,"N","O",4,"C","S","FSS","L","STG","N",0,9,19,"H",0,21,0,"N"
"ee2657cb-ca02-4056-be2a-260203717a57",31,"M","M",8105,20263,"N","O",3,"P","M","THR","M","BBL","N",811,21,23,"M",10,66,1,"N"
"2abcbd28-c862-44ad-87e7-6517516d75d6",42,"M","M",10218,10218,"Y","O",7,"C","P","RET","M","STG","Y",511,28,24,"H",10,89,1,"N"
"37f33aa4-66ed-4dd7-bd5f-8e116b38e308",24,"M","F",6451,6451,"N","S",1,"C","M","FSS","L","CMC","N",323,25,27,"H",10,4,1,"N"
"001b00c1-1594-4240-bfc9-aa3df94a74d9",42,"P","M",7515,16533,"N","O",4,"C","P","RET","M","BWA","N",37,2,18,"H",10,8,1,"N"
"b95851fb-20ac-4f23-8b59-1044daf72323",51,"D","M",16593,16593,"Y","S",1,"C","S","WHT","M","STG","Y",3319,16,53,"L",10,87,1,"Y"
"c7e95be0-932d-438c-8d60-0650b65af7df",43,"P","M",19865,19865,"Y","O",1,"C","M","HAC","H","IOOF","Y",3973,14,47,"L",10,35,1,"Y"
"433b78f8-bd91-40eb-8199-924450ca9184",53,"M","M",16736,16736,"Y","S",1,"C","M","IMT","H","DBL","Y",3347,22,3,"L",10,1,1,"Y"
"e6d478ad-42a2-47e8-b050-277619731d0f",49,"H","M",15619,39048,"Y","O",8,"C","S","MAN","M","IOOF","Y",3124,25,43,"L",10,1,1,"Y"
"b98c5043-97a4-47f4-8cdd-f33a81d01ade",24,"P","M",4507,4507,"N","S",1,"C","P","CON","M","MBL","N",451,5,20,"H",10,80,1,"N"
"b61fc6b7-790a-4733-8483-32d7360a3a77",29,"M","M",5556,5556,"N","O",3,"P","M","THR","M","RAMS","N",556,22,28,"H",10,67,1,"N"
"4ec23984-5966-48a0-aecc-7b3ab80f65b0",56,"D","M",10048,18086,"Y","M",6,"C","M","CON","M","STG","Y",3236,27,34,"L",10,56,1,"Y"
"448c5299-d8dc-4aff-97ce-da9eaf1f05c2",47,"M","M",11847,11847,"Y","O",1,"C","P","IMT","M","MBL","Y",2369,30,43,"M",10,84,1,"Y"
"1e11748e-e3db-4267-b01d-b31730e94358",28,"H","F",5386,5386,"N","S",7,"C","M","TNT","L","RAMS","N",309,30,12,"H",10,42,1,"N"
"44460185-648a-4104-b869-7efcd4803a21",33,"B","M",6508,14318,"N","S",4,"C","P","TNT","L","BBL","N",0,13,17,"H",0,14,0,"N"
"89ae9aea-ebc5-4ebb-aa0f-7331f4aa06ad",45,"B","F",18934,18934,"Y","S",1,"P","M","MAN","H","SUN","Y",947,22,34,"M",10,90,1,"N"
"efaa0771-4ae9-4b3f-8e96-6daa36c48d1d",31,"B","F",9279,23198,"N","S",3,"P","M","EGW","M","RAMS","Y",0,7,13,"H",0,19,0,"N"
"3844b45c-6a26-4261-ac39-a0f8a1d8bf0e",34,"H","F",6740,14828,"N","S",2,"C","P","EGW","L","CSP","N",388,10,33,"H",10,32,1,"N"
"ab64654d-6299-4765-ba2d-9013735c6777",34,"B","M",6195,6195,"N","O",7,"P","M","WHT","M","AMPS","N",620,19,8,"H",10,74,1,"N"
"abdcc9ba-655a-46c3-ae72-9152bec58878",42,"B","F",13399,13399,"Y","S",1,"C","M","EDU","M","MTP","Y",2680,26,4,"L",10,35,1,"Y"
"20f04ec2-77f7-4a0f-ad4d-a226904d1a22",44,"B","F",8803,19367,"N","O",3,"C","S","HAC","M","UBS","Y",0,5,51,"H",0,21,0,"N"
"b064d5ec-a184-4405-99ed-0b941b02ccf2",60,"M","M",12553,12553,"Y","O",4,"C","M","EGW","M","HAS","Y",3511,7,29,"L",10,100,1,"Y"
"74c95077-b2ed-4a88-91f3-e7bb590b0c76",23,"D","M",5978,8967,"N","S",5,"P","M","FSS","L","CMC","N",481,23,6,"H",10,51,1,"N"
"f08a5427-3e81-4a78-9f84-846ae1bfbda7",21,"H","M",4471,4471,"Y","S",1,"P","P","THR","L","WBC","N",447,30,41,"H",10,60,1,"N"
"2c8100c8-46c4-4e27-8db5-4197bf60edd7",43,"D","M",15703,28265,"Y","M",6,"C","S","CON","H","CSP","Y",1264,24,39,"M",10,91,1,"N"
"c8b7b89c-efc8-4e10-a20e-be2fda3e59de",26,"H","F",5879,5879,"N","S",1,"P","S","TNT","L","MTP","N",588,14,27,"H",10,7,1,"N"
"1f1e499d-265d-4448-a285-f304b68dea81",33,"B","F",8669,8669,"Y","S",1,"C","P","EDU","M","MEB","N",433,4,50,"H",10,16,1,"N"
"dccc9dfa-ca57-4eb6-b418-14720b921212",28,"P","M",5038,5038,"N","O",6,"C","P","IMT","L","MLC","N",504,28,18,"H",10,52,1,"N"
"d63fd4de-1208-4ecb-82fa-54d69bd39c79",43,"M","M",19813,19813,"Y","S",1,"P","M","EGW","H","PIB","Y",3963,25,15,"L",10,93,1,"Y"
"f9a21015-1fc1-45f0-b6a7-fa131a986f14",51,"H","F",14966,14966,"Y","O",2,"C","P","HOS","M","CUA","Y",2993,25,2,"L",10,69,1,"Y"
"2499192b-62f3-495a-a537-a0a34b72ab0c",47,"D","F",8030,17666,"Y","M",3,"C","S","HOS","M","CTI","Y",1847,16,49,"M",10,83,1,"N"
"2db30f66-c580-48f7-9cbe-fba4c31747a0",40,"D","M",19221,19221,"Y","O",8,"C","S","CON","H","VFL","Y",961,27,12,"H",10,72,1,"N"
